0.0075,-0.0389,-0.0046,1980.00
0.0017,-0.0433,-0.0052,1980.00
-0.0006,-0.0455,-0.0009,1980.00
0.0046,-0.0404,-0.0075,1980.00
0.0035,-0.0418,-0.0058,1980.00
-0.0002,-0.0461,-0.0005,1980.00
-0.0009,-0.0458,-0.0023,1980.00
0.0054,-0.0413,-0.0069,1980.00
0.0046,-0.0412,-0.0008,2010.00
-0.0009,-0.0461,-0.0003,1980.00
0.0009,-0.0435,-0.0040,1980.00
0.0057,-0.0400,-0.0074,1980.00
0.0064,-0.0400,-0.0067,1980.00
0.0040,-0.0415,-0.0064,1950.00
-0.0005,-0.0456,-0.0018,1980.00
-0.0006,-0.0456,-0.0006,1950.00
-0.0008,-0.0455,-0.0008,1980.00
0.0009,-0.0435,-0.0049,1980.00
0.0005,-0.0433,-0.0038,2010.00
0.0077,-0.0387,-0.0058,1980.00
0.0018,-0.0430,0.0005,1950.00
0.0037,-0.0421,0.0000,1980.00
0.0063,-0.0392,-0.0047,1980.00
0.0069,-0.0389,-0.0060,1950.00
0.0049,-0.0413,-0.0069,1980.00
0.0003,-0.0444,-0.0026,1950.00
0.0008,-0.0443,-0.0002,1950.00
0.0037,-0.0417,-0.0063,1950.00
-0.0002,-0.0453,-0.0003,1980.00
0.0072,-0.0390,-0.0052,1950.00
0.0058,-0.0401,-0.0072,1980.00
0.0026,-0.0429,-0.0057,1980.00
0.0051,-0.0403,-0.0077,2010.00
0.0046,-0.0417,-0.0012,1980.00
0.0046,-0.0413,-0.0009,1980.00
0.0074,-0.0392,-0.0054,1950.00
0.0064,-0.0400,-0.0070,1980.00
0.0017,-0.0429,-0.0049,1980.00
0.0014,-0.0432,-0.0049,1980.00
0.0005,-0.0444,-0.0029,1980.00
0.0008,-0.0435,-0.0037,1980.00
-0.0003,-0.0459,-0.0003,1980.00
-0.0003,-0.0459,-0.0012,1980.00
0.0005,-0.0438,-0.0037,1980.00
0.0023,-0.0427,-0.0052,1950.00
0.0003,-0.0443,-0.0029,1980.00
-0.0005,-0.0456,-0.0012,1980.00
0.0028,-0.0429,0.0003,1950.00
0.0054,-0.0407,-0.0031,1950.00
0.0002,-0.0455,-0.0015,1920.00
0.0006,-0.0441,-0.0031,1920.00
0.0034,-0.0421,-0.0005,1920.00
0.0028,-0.0426,0.0002,1950.00
0.0006,-0.0441,-0.0035,1980.00
-0.0002,-0.0453,0.0002,1950.00
0.0058,-0.0407,-0.0029,1980.00
0.0067,-0.0384,-0.0066,1950.00
0.0038,-0.0417,-0.0069,1950.00
0.0032,-0.0418,-0.0063,1980.00
0.0064,-0.0398,-0.0070,1980.00
0.0066,-0.0398,-0.0032,2010.00
-0.0005,-0.0459,0.0000,1980.00
0.0063,-0.0392,-0.0077,1980.00
0.0009,-0.0444,0.0005,1980.00
0.0070,-0.0387,-0.0070,1980.00
-0.0003,-0.0453,-0.0020,1980.00
0.0021,-0.0430,0.0008,1950.00
-0.0002,-0.0455,0.0002,1980.00
-0.0002,-0.0456,0.0002,1980.00
-0.0005,-0.0447,-0.0028,1980.00
0.0031,-0.0423,-0.0066,1980.00
0.0069,-0.0383,-0.0067,1980.00
0.0043,-0.0417,-0.0006,1980.00
0.0008,-0.0439,0.0002,1950.00
0.0000,-0.0458,0.0000,1980.00
0.0005,-0.0447,-0.0035,1980.00
0.0063,-0.0387,-0.0074,1980.00
0.0063,-0.0403,-0.0044,1980.00
0.0058,-0.0403,-0.0026,1980.00
-0.0008,-0.0459,-0.0006,1980.00
0.0020,-0.0432,-0.0051,1980.00
0.0009,-0.0439,-0.0035,1980.00
0.0018,-0.0435,0.0005,1980.00
0.0060,-0.0403,-0.0066,1950.00
0.0002,-0.0455,-0.0008,1950.00
0.0052,-0.0387,-0.0072,1950.00
0.0026,-0.0430,-0.0051,1950.00
0.0064,-0.0384,-0.0057,1920.00
0.0063,-0.0389,-0.0057,1920.00
