ax,ay,az
61,-282,18
64,-272,-46
69,-277,-5
47,-269,-58
68,-273,-23
61,-283,16
56,-271,-53
66,-273,-29
3,-265,-75
19,-266,-73
31,-265,-71
-357
-351
-353
-364
14,-268,-76
-355
-357
-309
-331
-347
-304,5
-357
-325
-355
3,-264,-76
-354
18,-267,-76
-361
32,-264,-71
64,-273,-45
18,-269,-75
52,-270,-57
71,-275,-17
39,-270,-66
67,-275,-34
14,-270,-75
42,-268,-63
68,-272,-28
27,-268,-76
64,-272,-44
44,-269,-62
65,-278,16
17,-285,29
37,-290,33
-300,8
9,-285,28
-324
-356
-305
-348
-303,5
-348
-362
-347
-356
-353
18,-268,-75
72,-278,-5
69,-278,5
-289,21
-300,11
-358
70,-274,-32
65,-273,-43
58,-283,27
70,-276,-13
56,-286,30
29,-286,32
58,-284,27
17,-286,29
28,-287,32
-333
15,-269,-79
0,-267,-78
58,-273,-51
61,-279,17
71,-277,-7
38,-288,32
58,-284,26
29,-286,32
-295,12
19,-287,30
-330
-299,8
-358
22,-267,-77
-348
59,-272,-52
42,-268,-64
61,-281,20
-289,2
-305,2
11,-267,-78
37,-270,-69
51,-284,36
-342
-359
68,-275,-36
17,-286,29
-295,13
-350
19,-270,-76
54,-284,33
-350
-361
66,-280,16
52,-286,37
-340
44,-268,-66
63,-272,-49
33,-290,34
12,-285,29
-361
-356
71,-277,-12
0,-286,23
-304,2
21,-269,-78
50,-272,-61
41,-288,33
-349
-359
64,-273,-48
28,-287,33
-285,24
-363
8,-267,-77
61,-281,23
-325
-346
62,-270,-51
72,-275,-18
12,-286,29
-363
19,-268,-78
44,-291,33
-360
-347
60,-285,28
29,-289,35
-360
73,-276,-17
54,-286,32
-350
-347
57,-285,32
-344
-359
68,-273,-29
4,-287,27
-326
41,-269,-67
47,-287,34
38,-291,36
-344
-350
38,-269,-69
63,-282,17
63,-283,17
-297,13
-326
48,-270,-60
36,-291,35
1,-286,26
5,-266,-78
60,-270,-53
11,-287,30
-350
38,-270,-69
48,-289,34
-352
-362
70,-277,-10
67,-280,14
-288,17
-365
-351
69,-278,-13
70,-280,-2
16,-285,28
-349
-347
16,-269,-75
3,-267,-76
72,-276,-20
20,-288,31
-288,19
-348
18,-270,-76
62,-281,21
-304,5
-330
30,-267,-74
55,-285,32
42,-288,33
-343
41,-268,-66
60,-272,-51
42,-288,33
43,-286,32
-313
-359
-356
34,-267,-70
8,-268,-76
69,-273,-30
38,-289,36
16,-285,29
-360
-348
66,-281,17
-305,3
-331
17,-269,-76
37,-270,-67
55,-285,30
-320
-349
64,-273,-49
16,-286,30
-296,14
-344
33,-267,-71
40,-287,34
-362
18,-270,-75
54,-284,33
39,-286,31
-351
48,-271,-59
65,-274,-46
30,-287,33
-350
-348
38,-269,-68
60,-284,30
52,-284,36
-330
37,-270,-69
56,-271,-57
40,-288,35
21,-288,31
