0.0058,-0.0420,-0.0011,1950.00
0.0023,-0.0426,-0.0063,1920.00
0.0077,-0.0384,-0.0090,1950.00
0.0095,-0.0377,-0.0075,1950.00
-0.0026,-0.0475,0.0015,1950.00
-0.0021,-0.0467,0.0023,1980.00
0.0084,-0.0374,-0.0100,1950.00
-0.0024,-0.0470,0.0014,1950.00
0.0096,-0.0378,-0.0078,1950.00
-0.0024,-0.0470,0.0006,1950.00
0.0078,-0.0390,-0.0096,1950.00
-0.0028,-0.0470,0.0009,1950.00
0.0069,-0.0395,-0.0095,1950.00
0.0046,-0.0426,-0.0002,1950.00
0.0095,-0.0380,-0.0066,1950.00
0.0034,-0.0412,-0.0078,1980.00
-0.0023,-0.0459,-0.0012,1980.00
-0.0020,-0.0452,-0.0015,1950.00
-0.0020,-0.0473,0.0011,1950.00
0.0037,-0.0433,0.0014,1980.00
0.0000,-0.0439,-0.0035,1950.00
0.0008,-0.0429,-0.0060,1950.00
0.0024,-0.0427,-0.0060,1920.00
-0.0018,-0.0462,-0.0005,1920.00
-0.0014,-0.0461,0.0021,1950.00
0.0075,-0.0390,-0.0095,1950.00
-0.0028,-0.0473,0.0014,1950.00
-0.0023,-0.0473,0.0017,1950.00
-0.0017,-0.0464,0.0026,1980.00
-0.0023,-0.0469,0.0023,1980.00
0.0008,-0.0447,0.0018,1950.00
0.0078,-0.0397,-0.0032,1950.00
-0.0017,-0.0464,0.0024,1980.00
0.0093,-0.0366,-0.0087,1950.00
0.0021,-0.0427,-0.0066,1980.00
0.0058,-0.0406,-0.0086,1980.00
0.0067,-0.0401,-0.0095,1980.00
0.0067,-0.0401,-0.0092,1980.00
0.0023,-0.0427,-0.0067,1980.00
0.0081,-0.0380,-0.0095,1950.00
-0.0028,-0.0462,0.0008,1980.00
-0.0032,-0.0476,0.0017,1980.00
-0.0037,-0.0464,0.0011,1980.00
-0.0029,-0.0462,0.0002,1980.00
0.0032,-0.0407,-0.0077,1980.00
0.0100,-0.0369,-0.0096,2010.00
0.0070,-0.0395,-0.0096,2010.00
-0.0023,-0.0469,0.0031,1980.00
-0.0008,-0.0438,-0.0043,2010.00
0.0096,-0.0375,-0.0060,2010.00
-0.0009,-0.0438,-0.0043,1980.00
-0.0034,-0.0459,0.0000,1980.00
0.0098,-0.0351,-0.0095,1980.00
-0.0024,-0.0470,0.0026,1980.00
-0.0006,-0.0438,-0.0038,2010.00
0.0081,-0.0389,-0.0098,1980.00
