ax,ay,az
9,-260,-112
-325,23
-336,22
86,-290,61
88,-285,43
101,-280,12
-325,37
19,-289,61
104,-281,18
74,-291,69
-293,58
64,-289,68
44,-294,70
106,-277,-11
104,-272,-34
93,-271,-58
-408
-410
15,-291,62
21,-289,63
15,-290,63
97,-282,35
21,-263,-109
-407
-414
-408
-319,37
-309,43
89,-286,52
86,-289,56
86,-289,57
40,-264,-102
-389
-308,43
30,-289,63
70,-292,68
82,-269,-69
58,-263,-92
47,-296,68
57,-290,67
103,-273,-37
99,-273,-45
96,-272,-49
-398
-387
-408
-406
26,-262,-109
-412
-408
-343,8
-358
-369
46,-297,69
98,-272,-50
1,-258,-114
13,-260,-112
-395
-402
-408
-412
-330,27
-375
1,-291,58
-324,36
56,-290,70
33,-291,67
9,-289,63
90,-287,55
80,-268,-80
2,-259,-115
63,-263,-93
0,-258,-117
82,-267,-78
107,-283,20
111,-274,-27
78,-292,63
103,-283,26
49,-295,72
-328,33
5,-290,63
-367
-307,49
-353,2
25,-288,64
105,-282,7
73,-263,-86
102,-273,-42
104,-281,11
80,-268,-79
109,-274,-25
41,-264,-103
79,-266,-79
99,-273,-41
16,-262,-111
64,-264,-90
-405
16,-261,-109
78,-268,-77
-393
11,-262,-113
34,-290,62
31,-291,61
31,-287,61
105,-281,6
105,-277,-3
14,-263,-110
23,-262,-109
-416
-412
-408
-386
-418
-345,9
-395
-412
-379
99,-285,29
55,-294,69
-331,26
-304,52
-379
-322,38
-375
-416
-345,9
-398
-319,42
-341,11
54,-296,69
35,-293,68
18,-289,63
92,-288,51
-407
-405
1,-259,-113
-410
-411
-404
-388
-417
-342,7
-392
-414
-387
-415
-388
-410
86,-268,-68
-387
-398
91,-283,45
85,-270,-69
-400
-385
-292,56
86,-291,59
98,-272,-55
-394
51,-296,67
1,-257,-114
-407
-415
-312,44
-314,43
-306,48
102,-281,19
105,-275,-18
-409
-387
-323,25
95,-283,37
105,-278,-12
77,-269,-73
-394
-333,16
-301,5
104,-281,15
107,-274,-23
-406
-412
-381
71,-289,64
104,-281,18
-397
-409
47,-298,64
78,-291,58
102,-279,2
-404
-382
85,-285,48
98,-274,-42
20,-265,-108
-310,42
34,-292,65
104,-274,-30
97,-274,-48
84,-270,-69
-409
-411
1,-291,57
25,-285,64
52,-297,66
89,-270,-62
36,-264,-104
-345,6
12,-291,61
98,-273,-46
58,-262,-92
27,-263,-107
-380
0,-260,-112
6,-258,-113
11,-260,-111
-407
-408
-406
-397
-387
1,-257,-115
-399
-413
-406
-406
-404
-409
3,-291,57
24,-288,63
50,-296,66
67,-290,67
70,-289,65
73,-292,68
101,-273,-42
107,-275,-10
101,-281,29
80,-293,59
59,-290,68
36,-292,67
102,-284,18
96,-284,39
89,-288,53
76,-291,60
73,-291,68
55,-292,66
103,-280,7
92,-287,51
50,-294,67
-304,53
-381
-309,48
-377
-409
1,-257,-116
50,-263,-100
89,-268,-65
107,-273,-25
106,-283,12
53,-265,-96
89,-270,-65
111,-275,-10
100,-283,31
78,-293,61
106,-273,-38
105,-280,1
95,-284,38
80,-293,59
62,-290,68
27,-290,65
89,-286,50
51,-293,68
18,-286,66
-308,49
-330,25
-352
42,-297,71
18,-287,65
-311,48
-343,1
-389
-308,47
-341,18
-370
-390
-399
-408
-332,27
-342,13
-337,14
-335,19
-334,16
-357
-374
39,-294,69
33,-291,65
9,-292,63
-310,49
-314,43
-320,38
74,-289,63
66,-290,67
46,-297,72
18,-290,65
-303,55
-307,48
90,-284,43
100,-281,29
102,-283,14
104,-282,2
105,-276,-11
106,-273,-17
1,-258,-115
8,-258,-112
23,-264,-109
44,-264,-99
66,-263,-92
84,-268,-72
-375
42,-264,-101
91,-270,-63
106,-275,-9
91,-287,56
29,-291,66
70,-291,71
-306,5
-379
-407
0,-258,-115
71,-264,-89
15,-259,-114
97,-270,-58
101,-283,28
70,-291,66
40,-296,68
27,-288,63
51,-296,66
73,-265,-79
-386
-364
67,-288,63
44,-264,-97
-390
95,-283,37
103,-273,-36
91,-271,-61
89,-270,-62
69,-265,-84
11,-258,-111
-318,38
49,-297,65
101,-283,14
83,-269,-70
86,-268,-70
-374
49,-264,-101
85,-268,-69
88,-269,-66
59,-265,-92
5,-256,-111
-309,46
66,-289,63
102,-278,-10
42,-264,-99
-400
-326,29
96,-272,-47
30,-265,-106
-392
-403
-399
-375
-338,18
-308,49
102,-281,9
100,-273,-43
77,-268,-80
75,-265,-82
92,-269,-62
106,-273,-31
10,-256,-111
-372
-398
-402
-338,14
21,-291,62
93,-275,-55
45,-263,-100
2,-258,-109
-397
-405
-404
-360
-390
-415
-406
-400
-397
-382
-416
-407
10,-260,-114
46,-264,-99
76,-268,-78
-394
13,-261,-112
55,-263,-96
105,-273,-33
93,-283,43
59,-289,67
28,-290,61
-306,49
74,-289,66
39,-294,64
-300,54
-339,16
-371
-402
-318,4
-342,11
-363
-394
-408
-394
-396
-411
-404
-377
25,-265,-108
56,-263,-95
91,-273,-60
7,-259,-115
51,-265,-95
88,-270,-65
106,-280,9
78,-291,66
24,-291,65
82,-291,58
59,-290,67
47,-293,69
43,-297,68
37,-292,62
106,-280,12
103,-282,28
94,-282,41
84,-292,56
70,-289,67
29,-292,64
-312,44
-343,7
23,-290,64
-314,43
-335,17
-362
-391
-410
-329,25
-340,8
-346,1
-343,3
-338,9
-330,2
74,-289,66
78,-292,59
90,-285,46
99,-282,32
104,-282,18
103,-282,18
39,-264,-102
44,-265,-100
51,-265,-97
57,-264,-94
67,-265,-85
72,-266,-79
-409
-406
-391
-387
-378
-362
49,-292,66
55,-292,66
54,-294,66
36,-291,66
14,-292,62
-304,49
76,-291,66
57,-290,66
52,-295,68
30,-291,63
-296,56
-334,23
-368
10,-289,61
-330,27
-383
-408
-384
55,-264,-98
-385
55,-264,-96
105,-272,-34
96,-284,41
62,-291,68
31,-290,64
94,-286,46
75,-291,68
38,-292,68
-303,53
-338,18
-374
9,-290,62
-300,54
-306,47
-311,45
-309,44
-307,46
93,-286,48
92,-284,41
